systemNumber,accessionNumber,objectType,_currentLocation,_primaryTitle,_primaryMaker,_primaryImageId,_primaryDate,_primaryPlace,_warningTypes,_images
O1058050,PH.341-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'R'}}","Shop front, Quai Bourbon, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9215,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9215/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9215/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058050/manifest.json', 'imageResolution': 'high'}"
O1058049,PH.343-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'P'}}","Elysee Palace, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9237,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9237/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9237/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058049/manifest.json', 'imageResolution': 'high'}"
O1058048,PH.345-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Gateway, Palais Bourbon, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9205,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9205/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9205/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058048/manifest.json', 'imageResolution': 'high'}"
O1058047,PH.393-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'R'}}","Sign of a Shop, rue de Bourdonnais, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9211,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9211/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9211/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058047/manifest.json', 'imageResolution': 'high'}"
O1058045,PH.396-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'R'}}","Sign of a Shop, rue de l'Arbalete, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9216,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9216/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9216/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058045/manifest.json', 'imageResolution': 'high'}"
O1058044,PH.1584-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'R'}}","Sign & Balcony of a Shop, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9213,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9213/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9213/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058044/manifest.json', 'imageResolution': 'high'}"
O1058043,PH.2162-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Luxembourg Gardens, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9206,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9206/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9206/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058043/manifest.json', 'imageResolution': 'high'}"
O1058042,PH.2163-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Luxembourg Gardens, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9190,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9190/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9190/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058042/manifest.json', 'imageResolution': 'high'}"
O1058041,PH.2165-1903,Photograph,"{'id': 'THES49171', 'displayName': 'Prints & Drawings Study Room, level C', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'MB2H', 'shelf': 'DR1', 'box': ''}}","Doorway, Musee de Cluny, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9226,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9226/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9226/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058041/manifest.json', 'imageResolution': 'high'}"
O1058040,PH.2166-1903,Photograph,"{'id': 'THES49171', 'displayName': 'Prints & Drawings Study Room, level C', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'MB2H', 'shelf': 'DR1', 'box': ''}}","Doorway, Musee de Cluny, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9225,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9225/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9225/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058040/manifest.json', 'imageResolution': 'high'}"
O1058039,PH.2167-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'P'}}","Doorway, Musee de Cluny, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9232,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9232/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9232/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058039/manifest.json', 'imageResolution': 'high'}"
O1058037,PH.2203-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Gargoyle, The Louvre, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9192,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9192/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9192/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058037/manifest.json', 'imageResolution': 'high'}"
O1058036,PH.2206-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'R'}}","Sign of a Shop, rue Monmartre, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9214,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9214/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9214/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058036/manifest.json', 'imageResolution': 'high'}"
O1058035,PH.2213-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Fountain, Luxembourg Gardens, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9203,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9203/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9203/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058035/manifest.json', 'imageResolution': 'high'}"
O1058032,PH.4735-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Oratorie Marie de Medecis, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9191,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9191/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9191/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058032/manifest.json', 'imageResolution': 'high'}"
O1058031,PH.4736-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Oratorie Marie de Medicis, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9189,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9189/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9189/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058031/manifest.json', 'imageResolution': 'high'}"
O1058030,PH.4737-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Door, Oratorie Marie de Medeci, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9186,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9186/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9186/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058030/manifest.json', 'imageResolution': 'high'}"
O1058029,PH.4738-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Oratorie Marie de Medeci, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9196,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9196/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9196/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058029/manifest.json', 'imageResolution': 'high'}"
O1058028,PH.2582-1905,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Exterior, Austrian Embassy, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9197,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9197/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9197/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058028/manifest.json', 'imageResolution': 'high'}"
O1058027,PH.2583-1905,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Exterior, Austrian Embassy, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9187,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9187/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9187/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058027/manifest.json', 'imageResolution': 'high'}"
O1058026,PH.2584-1905,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Park in the Austrian Embassy, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9194,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9194/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9194/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058026/manifest.json', 'imageResolution': 'high'}"
O1058025,PH.2585-1905,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Interior, Austrian Embassy, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9202,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9202/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9202/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058025/manifest.json', 'imageResolution': 'high'}"
O1058024,PH.2586-1905,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'Q'}}","Interior, Austrian Embassy, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9195,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9195/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9195/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058024/manifest.json', 'imageResolution': 'high'}"
O1058023,PH.2618-1905,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'P'}}","Palais Royal, Paris, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9223,c. 1900,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9223/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9223/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058023/manifest.json', 'imageResolution': 'high'}"
O1058022,PH.2636-1905,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'P'}}","Staircase rail, Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9236,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9236/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9236/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058022/manifest.json', 'imageResolution': 'high'}"
O1058021,PH.1605-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'V'}}","Grand Trianon, Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9182,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9182/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9182/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058021/manifest.json', 'imageResolution': 'high'}"
O1058020,PH.1606-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'V'}}","Grand Trianon, Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9181,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9181/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9181/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058020/manifest.json', 'imageResolution': 'high'}"
O1058019,PH.1616-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'V'}}","Grand Trianon, Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9184,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9184/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9184/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058019/manifest.json', 'imageResolution': 'high'}"
O1058018,PH.1618-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'V'}}","Cour d'honneur, Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9185,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9185/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9185/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058018/manifest.json', 'imageResolution': 'high'}"
O1058017,PH.1621-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'W'}}","Statue of ""Winter"", Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9441,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9441/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9441/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058017/manifest.json', 'imageResolution': 'high'}"
O1058016,PH.1634-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'W'}}","Statue of Venus, Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9445,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9445/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9445/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058016/manifest.json', 'imageResolution': 'high'}"
O1058015,PH.1635-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'W'}}","Fountain in the Park, Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9452,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9452/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9452/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058015/manifest.json', 'imageResolution': 'high'}"
O1058014,PH.1638-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'W'}}","""France Triumphant"", Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9447,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9447/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9447/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058014/manifest.json', 'imageResolution': 'high'}"
O1058013,PH.1639-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'W'}}","Fontaine de la Pyramide, Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9448,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9448/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9448/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058013/manifest.json', 'imageResolution': 'high'}"
O1058011,PH.2247-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'W'}}","Sculpture of Diana, Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9449,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9449/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9449/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058011/manifest.json', 'imageResolution': 'high'}"
O1058010,PH.2251-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'W'}}","Basin de Neptune, Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9442,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9442/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9442/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058010/manifest.json', 'imageResolution': 'high'}"
O1058009,PH.2253-1903,Photograph,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'X', 'shelf': '292', 'box': 'W'}}","Basin de Neptune, Versailles, France","{'name': 'Atget, Jean-Eugène-Auguste', 'association': 'photographer'}",2008BV9444,c. 1900,Versailles,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV9444/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV9444/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1058009/manifest.json', 'imageResolution': 'high'}"
